title,source,episodes,rating,rank,studio,year,start_season,days_aired,duration_minutes,Genre_Action,Genre_Adventure,Genre_Cars,Genre_Comedy,Genre_Dementia,Genre_Demons,Genre_Drama,Genre_Ecchi,Genre_Fantasy,Genre_Game,Genre_Harem,Genre_Hentai,Genre_Historical,Genre_Horror,Genre_Josei,Genre_Kids,Genre_Magic,Genre_Martial Arts,Genre_Mecha,Genre_Military,Genre_Music,Genre_Mystery,Genre_NA,Genre_Parody,Genre_Police,Genre_Psychological,Genre_Romance,Genre_Samurai,Genre_School,Genre_Sci-Fi,Genre_Seinen,Genre_Shoujo,Genre_Shoujo Ai,Genre_Shounen,Genre_Shounen Ai,Genre_Slice of Life,Genre_Space,Genre_Sports,Genre_Super Power,Genre_Supernatural,Genre_Thriller,Genre_Vampire,Genre_Yaoi,Genre_Yuri,Average Rank of Related,Related_Adaptation,Related_Sequel,Related_Side story,Related_Alternative version,Related_Prequel,Related_Summary,Related_Other,Related_Spin-off,Related_Alternative setting,Related_Character,Related_Parent story,Related_Full story,success
Oden-kun,Picture book,156,G - All Ages,11566.0,unknown,2005,Summer,1304,7.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10177.0,0,1,0,0,0,0,0,0,0,0,0,0,5
Cybersix,Other,13,PG-13 - Teens 13 or older,2298.0,SmallStudio,1999,Fall,85,23.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4
Anime TV de Hakken! Tamagotchi,Unknown,27,G - All Ages,6303.0,unknown,1997,Summer,258,20.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5
Atashin&#039;chi,Manga,330,G - All Ages,2060.0,Shin-Ei Animation,2002,Spring,2711,25.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4124.75,1,1,2,0,0,0,0,0,0,0,0,0,4
"Saikin, Imouto no Yousu ga Chotto Okashiinda ga.",Manga,12,R+ - Mild Nudity,5975.0,SmallStudio,2014,Winter,79,23.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5856.666666666667,2,0,0,0,0,0,1,0,0,0,0,0,5
Zenmai Zamurai,Original,215,G - All Ages,12832.0,A-1 Pictures,2006,Spring,1041,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5
Tari Tari,Original,13,PG-13 - Teens 13 or older,2051.0,P.A. Works,2012,Summer,85,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3951.3333333333335,1,0,0,0,0,0,1,0,0,1,0,0,4
Saint October,Original,26,PG-13 - Teens 13 or older,5693.0,SmallStudio,2007,Winter,176,25.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5693.0,1,0,0,0,0,0,0,0,0,0,0,0,5
Bakusou Kyoudai Let&#039;s & Go,Manga,51,G - All Ages,4023.0,SmallStudio,1996,Winter,351,25.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2998.333333333333,1,1,1,0,0,0,0,0,0,0,0,0,3
Saber Marionette J to X,Unknown,26,PG-13 - Teens 13 or older,2158.0,SmallStudio,1998,Fall,176,25.0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1803.0,1,1,0,0,2,0,0,0,0,0,0,0,4
Battle Spirits: Burning Soul,Card game,51,PG - Children,3763.0,SmallStudio,2015,Spring,365,22.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6890.333333333333,0,1,0,0,1,0,1,0,0,0,0,0,3
Cheonbangjichuk Hani,Unknown,13,G - All Ages,5543.0,SmallStudio,1988,Spring,366,20.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,5
Tokyo Majin Gakuen Kenpucho: Tou,Visual novel,14,R - 17+ (violence & profanity),2592.0,SmallStudio,2007,Winter,92,24.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1083.5,1,1,0,0,0,0,0,0,0,0,0,0,2
Casshern Sins,Other,24,R - 17+ (violence & profanity),1373.0,SmallStudio,2008,Fall,166,24.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4784.5,0,0,0,2,0,0,0,0,0,0,0,0,1
Full Metal Panic!,Light novel,24,R - 17+ (violence & profanity),985.0,Gonzo,2002,Winter,162,24.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355.125,3,1,1,0,0,3,0,0,0,0,0,0,1
Damekko Doubutsu,4-koma manga,26,G - All Ages,2106.0,SmallStudio,2005,Winter,36,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2106.0,1,0,0,0,0,0,0,0,0,0,0,0,4
Nihon Omoshiro Mukashibanashi,Unknown,12,G - All Ages,11464.0,unknown,2011,Fall,78,12.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5
Mask Masters,Unknown,26,G - All Ages,11190.0,unknown,0,0,0,27.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5
Rokka no Yuusha,Light novel,12,PG-13 - Teens 13 or older,1562.0,SmallStudio,2015,Summer,78,24.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3368.5,1,0,1,0,0,0,0,0,0,0,0,0,1
Houkago no Pleiades (TV),Original,12,PG-13 - Teens 13 or older,4360.0,Gainax,2015,Spring,78,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2263.0,1,0,0,1,0,0,1,0,0,0,0,0,4
Kakegurui,Manga,12,R - 17+ (violence & profanity),1463.0,SmallStudio,2017,Summer,85,24.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,731.5,1,1,0,0,0,0,0,0,0,0,0,0,1
Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me,4-koma manga,13,PG-13 - Teens 13 or older,1662.0,Seven,2015,Spring,85,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1602.0,1,0,0,0,1,0,0,0,0,0,0,0,1
Kiddy GiRL-AND,Original,24,PG-13 - Teens 13 or older,3779.0,Satelight,2009,Fall,162,25.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2227.6666666666665,1,0,0,0,2,0,0,0,0,0,0,0,3
Yumeria,Visual novel,12,PG-13 - Teens 13 or older,6741.0,Studio Deen,2004,Winter,78,24.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5
Lovedol: Lovely Idol,Visual novel,12,PG-13 - Teens 13 or older,6581.0,SmallStudio,2006,Fall,78,24.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6472.0,0,1,0,0,0,0,0,0,0,0,0,0,5
Koutetsu Tenshi Kurumi,Original,24,R+ - Mild Nudity,4001.0,SmallStudio,1999,Fall,183,15.0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4786.0,1,1,1,0,0,0,0,0,0,0,0,0,3
Shirobako,Original,24,PG-13 - Teens 13 or older,146.0,P.A. Works,2014,Fall,169,24.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,939.75,2,1,1,0,0,0,0,0,0,0,0,0,1
Mainichi Kaasan,Manga,142,PG - Children,1303.0,unknown,2009,Spring,1090,25.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4
Backkom,Original,52,G - All Ages,7450.0,SmallStudio,0,0,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1094.7142857142858,0,2,0,2,0,0,1,0,2,0,0,0,5
Kodomo no Omocha (TV),Manga,102,PG-13 - Teens 13 or older,375.0,Studio Gallop,1996,Spring,722,22.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2572.0,1,0,0,1,0,0,0,0,0,0,0,0,4
Shiawase Sou no Okojo-san,Manga,51,G - All Ages,4728.0,unknown,2001,Fall,358,25.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3
Hand Shakers,Original,12,PG-13 - Teens 13 or older,7995.0,SmallStudio,2017,Winter,78,23.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7937.5,1,0,0,0,1,0,0,0,0,0,0,0,5
Jormungand,Manga,12,R+ - Mild Nudity,642.0,SmallStudio,2012,Spring,78,24.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1140.6666666666667,1,1,0,0,0,1,0,0,0,0,0,0,1
Amatsuki,Manga,13,PG-13 - Teens 13 or older,3554.0,Studio Deen,2008,Spring,85,23.0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3554.0,1,0,0,0,0,0,0,0,0,0,0,0,4
Shoukoushi Cedie,Novel,43,G - All Ages,1313.0,Nippon Animation,1988,Winter,351,24.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,4
Yurumates 3D,4-koma manga,13,PG-13 - Teens 13 or older,6205.0,SmallStudio,2012,Spring,85,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6031.75,1,1,1,0,0,0,1,0,0,0,0,0,5
Fortune Arterial: Akai Yakusoku,Visual novel,12,PG-13 - Teens 13 or older,4143.0,SmallStudio,2010,Fall,78,24.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1782.5,1,1,0,0,0,0,0,0,0,0,0,0,4
Hokuto no Ken 2,Manga,43,R - 17+ (violence & profanity),1350.0,Toei Animation,1987,Spring,344,25.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3014.75,1,1,0,0,1,0,1,0,0,0,0,0,4
Sentou Mecha Xabungle,Original,50,PG-13 - Teens 13 or older,851.0,Sunrise,1982,Winter,358,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7896.0,0,0,0,0,0,1,0,0,0,0,0,0,4
Super Lovers 2,Manga,10,PG-13 - Teens 13 or older,1140.0,Studio Deen,2017,Winter,64,24.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1617.0,1,0,0,0,1,0,0,0,0,0,0,0,4
Sengoku Basara Two,Game,12,PG-13 - Teens 13 or older,1174.0,Production I.G,2010,Summer,78,24.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1698.8,1,1,2,0,1,0,0,0,0,0,0,0,4
Concrete Revolutio: Choujin Gensou,Original,13,PG-13 - Teens 13 or older,4306.0,Bones,2015,Fall,85,24.0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3628.5,1,1,0,0,0,0,0,0,0,0,0,0,4
Strange+,Manga,12,PG-13 - Teens 13 or older,7221.0,Seven,2014,Winter,78,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4486.0,1,1,1,0,0,0,0,0,0,0,0,0,5
Kinnikuman II Sei: Ultimate Muscle 2,Manga,13,PG-13 - Teens 13 or older,3410.0,Toei Animation,2006,Winter,85,24.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3679.0,0,0,0,0,1,0,0,0,0,0,0,0,4
Iketeru Futari,Manga,16,R+ - Mild Nudity,4580.0,J.C.Staff,1999,Winter,25,5.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4580.0,1,0,0,0,0,0,0,0,0,0,0,0,3
Shounen Ashibe: Go! Go! Goma-chan,4-koma manga,32,G - All Ages,6912.0,SmallStudio,2016,Spring,323,9.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7790.8,2,1,0,2,0,0,0,0,0,0,0,0,5
Dantalian no Shoka,Light novel,12,R - 17+ (violence & profanity),2328.0,Gainax,2011,Summer,78,25.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2501.0,1,0,1,0,0,0,0,0,0,0,0,0,4
Lance N&#039; Masques,Light novel,12,PG-13 - Teens 13 or older,8126.0,SmallStudio,2015,Fall,78,24.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8126.0,1,0,0,0,0,0,0,0,0,0,0,0,5
Massugu ni Ikou. 2nd Season,Manga,5,PG - Children,4280.0,SmallStudio,2004,Spring,6,22.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4979.0,1,0,0,0,1,0,0,0,0,0,0,0,3
Soul Eater,Manga,51,PG-13 - Teens 13 or older,523.0,Bones,2008,Spring,358,24.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3705.0,1,0,0,0,0,1,0,1,0,0,0,0,1
Gakkougurashi!,Manga,12,R - 17+ (violence & profanity),1129.0,Lerche,2015,Summer,78,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5196.0,1,0,0,0,0,0,1,0,0,0,0,0,1
Minami-ke Tadaima,Manga,13,PG-13 - Teens 13 or older,972.0,feel.,2013,Winter,85,24.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1438.6666666666667,1,1,0,0,1,0,0,0,0,0,0,0,4
Initial D Second Stage,Manga,13,PG-13 - Teens 13 or older,360.0,SmallStudio,1999,Fall,99,23.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,841.3333333333334,1,1,1,0,1,2,0,0,0,0,0,0,1
Granblue Fantasy The Animation,Game,13,PG-13 - Teens 13 or older,4185.0,A-1 Pictures,2017,Spring,85,23.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1188.75,1,2,0,0,0,0,1,0,0,0,0,0,4
Zankyou no Terror,Original,11,R - 17+ (violence & profanity),311.0,SmallStudio,2014,Summer,78,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ougon Bat,Novel,52,PG-13 - Teens 13 or older,5573.0,SmallStudio,1967,Spring,358,25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5
Reikenzan: Eichi e no Shikaku,Light novel,12,PG-13 - Teens 13 or older,3383.0,Studio Deen,2017,Winter,78,24.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1348.0,1,0,0,0,1,0,0,0,0,0,0,0,2
"Wake Up, Girls!",Original,12,PG-13 - Teens 13 or older,3394.0,SmallStudio,2014,Winter,78,24.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3984.25,1,1,0,0,1,0,0,1,0,0,0,0,2
Maoyuu Maou Yuusha,Light novel,12,PG-13 - Teens 13 or older,1898.0,Arms,2013,Winter,85,23.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3111.0,1,0,0,0,0,1,0,0,0,0,0,0,1
Divine Gate,Game,12,PG-13 - Teens 13 or older,7816.0,Studio Pierrot,2016,Winter,78,23.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5
Gegege no Kitarou (1971),Manga,45,G - All Ages,4794.0,Toei Animation,1971,Fall,358,25.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2408.25,1,0,0,5,0,0,1,1,0,0,0,0,3
Dragon Crisis!,Light novel,12,PG-13 - Teens 13 or older,4064.0,Studio Deen,2011,Winter,78,23.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4064.0,1,0,0,0,0,0,0,0,0,0,0,0,4
Magical Canan,Visual novel,13,PG-13 - Teens 13 or older,6231.0,SmallStudio,2004,Winter,451,24.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12919.0,0,0,0,1,0,0,0,0,0,0,0,0,5
18if,Game,13,R - 17+ (violence & profanity),6205.0,Gonzo,2017,Summer,85,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5
.hack//Roots,Original,26,PG-13 - Teens 13 or older,3481.0,SmallStudio,2006,Spring,176,24.0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3238.0,0,1,0,0,2,0,1,0,0,0,0,0,4
To LOVE-Ru Darkness,Manga,12,R+ - Mild Nudity,1091.0,Xebec,2012,Fall,85,23.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1192.5,1,1,1,0,1,0,0,0,0,0,0,0,1
Gakkatsu!,Original,25,G - All Ages,5370.0,SmallStudio,2012,Spring,169,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5598.0,0,1,0,0,0,0,0,0,0,0,0,0,5
Genma Taisen: Shinwa Zenya no Shou,Manga,13,PG-13 - Teens 13 or older,8748.0,unknown,2002,Winter,99,25.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8957.0,0,0,0,1,0,0,0,0,0,0,0,0,5
Ginga Reppuu Baxingar,Original,39,PG-13 - Teens 13 or older,5984.0,SmallStudio,1982,Summer,267,25.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1904.5,0,1,0,0,1,0,0,0,0,0,0,0,5
Yu☆Gi☆Oh!,Manga,27,PG-13 - Teens 13 or older,2479.0,Toei Animation,1998,Spring,190,24.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2482.333333333333,1,2,0,0,0,0,0,0,0,0,0,0,4
Soukyuu no Fafner: Dead Aggressor - Exodus 2nd Season,Original,13,PG-13 - Teens 13 or older,1070.0,SmallStudio,2015,Fall,85,24.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,935.0,0,1,0,0,1,0,0,0,0,0,0,0,4
Gakusen Toshi Asterisk 2nd Season,Light novel,12,PG-13 - Teens 13 or older,2333.0,A-1 Pictures,2016,Spring,78,24.0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3122.0,1,0,0,0,1,0,0,0,0,0,0,0,4
Choujin Sentai Baratack,Unknown,31,PG-13 - Teens 13 or older,5909.0,Toei Animation,1977,Summer,246,25.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,5
Barom One,Manga,13,PG-13 - Teens 13 or older,8448.0,SmallStudio,2002,Winter,106,24.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,5
InuYasha: Kanketsu-hen,Manga,26,PG-13 - Teens 13 or older,219.0,Sunrise,2009,Fall,178,24.0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,697.0,1,0,0,0,1,0,0,0,0,0,0,0,1
Bemubemu Hunter Kotengu Tenmaru,Unknown,19,G - All Ages,9703.0,Toei Animation,1983,Spring,155,25.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5
