title,Average Rank of Related,Related_Adaptation,Related_Sequel,Related_Side story,Related_Alternative version,Related_Prequel,Related_Summary,Related_Other,Related_Spin-off,Related_Alternative setting,Related_Character,Related_Parent story,Related_Full story
Naruto: Shippuuden Movie 1,168.5,1,0,0,0,0,0,0,0,0,0,1,0
Sword Gai,7386.5,1,0,0,1,0,0,0,0,0,0,0,0
C: The Money of Soul and Possibility Control,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Air Movie,1919.0,0,0,0,1,0,0,0,0,0,0,0,0
Kagami no Genon,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Seikai no Senki III,747.0,1,0,0,0,1,0,0,0,0,0,0,0
Sensitive Pornograph,12919.0,1,0,0,0,0,0,0,0,0,0,0,0
Akatsuki no Yona OVA,320.0,1,0,0,0,1,0,0,0,0,0,0,0
The King of Fighters: Destiny,4869.833333333333,0,1,0,0,0,0,1,4,0,0,0,0
Nisekoi,2050.3333333333335,1,1,0,0,0,0,1,0,0,0,0,0
Magi: Sinbad no Bouken,488.0,1,0,0,1,0,0,0,0,0,0,0,0
Megami Kyouju,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Senkaiden Houshin Engi,0.0,1,0,0,1,0,0,0,0,0,0,0,0
Magic Kaito,296.0,1,0,0,1,0,0,0,1,1,0,0,0
Kuromukuro,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Godzilla: Kaijuu Wakusei,0.0,0,1,0,0,0,0,0,0,0,0,0,0
Shamanic Princess,0.0,0,1,0,0,0,0,0,0,0,0,0,0
Drifters,3232.4,1,1,0,1,0,0,2,0,0,0,0,0
Oda Nobuna no Yabou,2121.0,1,0,0,0,0,1,0,0,0,0,0,0
King of Prism by Pretty Rhythm Short Anime,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Donburi Kazoku,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Kami nomi zo Shiru Sekai: Nonstop!! Hunters,739.0,0,0,0,0,0,0,1,0,0,0,0,0
Sabaku no Kaizoku! Captain Kuppa,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Hakuouki: Otogisoushi,1522.0,0,0,0,0,0,0,1,0,0,0,0,0
Chinetsu Karte: The Devilish Cherry,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Digimon Savers: Agumon! Gaomon! Lalamon! Bakuretsu! Jougai Last Battle!,3300.0,0,0,0,0,0,0,0,0,0,0,0,1
Tales of Symphonia The Animation: Kratos-sensei no Private Lesson,3321.5,0,1,0,0,0,0,0,0,0,0,1,0
Hetalia: The World Twinkle,1208.25,1,0,1,0,1,0,1,0,0,0,0,0
Outlanders,7090.0,1,0,0,0,0,0,0,0,0,0,0,0
Yumekuri,8292.0,1,0,0,0,0,0,0,0,0,0,0,0
Hokuto no Ken,2377.3125,1,1,1,7,3,0,2,1,0,0,0,0
R-15 OVA,5081.0,1,0,0,0,1,0,0,0,0,0,0,0
Tsubasa to Hotaru (2015),4180.0,1,1,0,0,0,0,1,0,0,0,0,0
Ookami Shoujo to Kuro Ouji Recap,3992.5,0,0,0,0,0,0,1,0,0,0,0,1
Shin Captain Tsubasa,2173.5,0,1,0,0,1,0,0,0,0,0,0,0
A-jang.com,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Hitorijime My Hero,663.0,2,0,0,0,0,0,0,0,0,0,0,0
Examurai Sengoku,0.0,1,0,0,0,0,1,0,0,0,0,0,0
"Ano Natsu de Matteru: Bokutachi wa Koukou Saigo no Natsu wo Sugoshinagara, Ano Natsu de Matteiru.",1235.0,0,0,0,0,1,0,0,0,0,0,0,0
Ghost in the Shell: Stand Alone Complex 2nd GIG - Individual Eleven,1195.3333333333333,0,0,1,0,1,0,0,0,0,0,0,1
Violet Evergarden,36.5,1,1,0,0,0,0,0,0,0,0,0,0
Happyakuyachou Hyouri Kewaishi,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Shakugan no Shana III (Final) Specials,2395.5,0,0,0,0,1,0,0,1,0,0,0,0
Medaka Box Abnormal,2931.0,1,0,0,0,1,0,0,0,0,0,0,0
Stitch to Suna no Wakusei,7381.0,0,0,0,0,1,0,0,0,0,0,0,0
RahXephon,2455.4,2,0,1,1,0,1,0,0,0,0,0,0
Rinne no Lagrange: Kamogawa Days,3551.0,1,1,0,0,1,0,0,0,0,0,0,0
Ghost in the Shell: Stand Alone Complex - Solid State Society 3D - Tachikoma no Hibi,778.0,0,0,0,0,0,0,0,0,0,0,1,0
Elf-ban Kakyuusei: Anata dake wo Mitsumete...,9952.25,0,0,0,0,0,0,0,0,4,0,0,0
Toushou Daimos,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Dimension W,5132.0,1,0,1,0,0,0,1,0,0,0,0,0
Match Shoujo,8107.0,1,0,0,0,0,0,0,0,0,0,0,0
Kizuoibito,9131.0,1,0,0,0,0,0,0,0,0,0,0,0
91 Days,6019.0,0,0,1,0,0,1,0,1,0,0,0,0
Onigamiden,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Magic Knight Rayearth II,788.5,1,0,0,0,1,0,0,0,0,0,0,0
Kyoukasho ni Nai!,7879.0,1,0,0,0,0,0,0,0,0,0,0,0
Jian Wangchao,0.0,0,1,0,0,0,0,0,0,0,0,0,0
Tetsujin 28-gou: Hakuchuu no Zangetsu,1539.0,0,0,0,0,0,0,0,1,0,0,0,0
Chiruran: Nibun no Ichi,3909.5,1,1,0,0,0,0,0,0,0,0,0,0
RideBack,2252.0,1,0,0,0,0,0,0,0,0,0,0,0
Guomin Laogong Dai Huijia 3rd Season,4235.0,0,0,0,0,1,0,0,0,0,0,0,0
Z/X: Ignition,0.0,1,1,0,0,0,0,0,0,0,0,0,0
NG Knight Ramune & 40 DX: Wakuwaku Jikuu - Honoo no Daisousasen,4668.5,0,1,0,0,1,0,0,0,0,0,0,0
Dragon Ball Z Movie 09: Ginga Girigiri!! Bucchigiri no Sugoi Yatsu,228.0,0,0,0,0,0,0,0,0,0,0,1,0
Ero Manga Mitai na Koi Shiyo,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Saint Beast: Kouin Jojishi Tenshi Tan,7244.0,0,1,0,0,0,0,0,0,0,0,0,0
Chuunibyou demo Koi ga Shitai!: Depth of Field - Ai to Nikushimi Gekijou,711.0,0,0,0,0,0,0,0,0,0,0,1,0
Larva,6698.0,0,1,0,0,0,0,0,0,0,0,0,0
G-Taste,12919.0,0,0,0,0,0,0,1,0,0,0,0,0
School Rumble San Gakki,481.5,1,0,0,0,1,0,0,0,0,0,0,0
Doraemon Movie 19: Nobita no Nankai Daibouken,1038.25,1,0,0,0,0,0,2,0,0,0,1,0
Phi Brain: Kami no Puzzle - Shukuteki! Rätsel-hen,2126.0,0,0,0,0,1,0,0,0,0,0,0,0
Uchuu Kyoudai: Number Zero,80.0,0,1,0,0,0,0,0,0,0,0,0,0
Shingeki no Kyojin: Lost Girls,237.0,1,0,0,0,0,0,0,0,0,0,1,0
Uta no☆Prince-sama♪ Maji Love 1000%,895.0,1,1,0,0,0,0,0,0,0,0,0,0
Love Selection The Animation,0.0,1,0,0,0,0,0,0,0,0,0,0,0
To Be Hero,0.0,0,1,0,0,0,0,0,0,0,0,0,0
Kanokon: Manatsu no Dai Shanikusai Specials,4802.0,0,0,0,0,0,0,0,0,0,0,1,0
Yamato Takeru,0.0,0,1,0,0,0,0,0,0,0,0,0,0
Totsuzen! Neko no Kuni Banipal Witt,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Sora no Method: Aru Shoujo no Kyuujitsu★,4372.0,0,0,0,0,0,0,0,0,0,0,1,0
Jibaku-kun,1576.0,1,0,0,0,0,0,0,0,0,0,0,0
Ane Kyun!: Joshi ga Ie ni Kita!,8612.666666666666,1,0,0,0,0,0,2,0,0,0,0,0
Gensoumaden Saiyuuki Movie: Requiem - Erabarezaru Mono e no Chinkonka,2202.0,0,1,0,0,0,0,0,0,0,0,1,0
Fluximation,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Project ARMS: The 2nd Chapter,1593.5,1,0,0,0,1,0,0,0,0,0,0,0
Galaxy Angel Z,1723.3333333333333,0,1,1,0,1,0,0,0,0,0,0,0
Rakugo Tennyo Oyui,0.0,0,0,0,0,0,0,0,0,0,0,0,0
3-gatsu no Lion meets Bump of Chicken,739.0,1,0,0,0,0,0,2,0,0,0,0,0
Akagami no Shirayuki-hime 2nd Season,731.3333333333334,1,0,1,0,1,0,0,0,0,0,0,0
Fushigi no Kuni no Miyuki-chan,12919.0,1,0,0,0,0,0,0,0,0,0,0,0
Konpeki no Kantai,2510.0,0,0,1,0,0,0,0,0,1,0,0,0
Lupin III: Tenshi no Tactics - Yume no Kakera wa Koroshi no Kaori,1043.0,0,0,0,0,0,0,0,0,0,0,1,0
Beast Wars Second Chou Seimeitai Transformers,4382.0,0,1,1,0,0,0,0,0,0,0,1,0
Choujigen Game Neptune The Animation,343.5,5,1,0,0,0,0,0,0,0,0,0,0
Neko Neko Nihonshi,5714.5,1,1,0,0,0,0,0,0,0,0,0,0
Saiki Kusuo no Ψ-nan,2499.3333333333335,2,0,0,0,0,0,1,0,0,0,0,0
Galo Sengen,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Dual Parallel! Trouble Adventures,3529.0,0,1,0,0,0,0,0,0,0,0,0,0
Licca-chan to Yamaneko Hoshi no Tabi,1270.25,0,0,0,0,0,0,0,0,0,4,0,0
Sonic X Pilot,5529.0,0,0,0,0,0,0,1,0,0,0,0,0
No Game No Life: Zero - Manner Movie,40.0,0,0,0,0,0,0,1,0,0,0,0,0
Injuu Alien,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Shin Hokuto no Ken,675.0,1,0,0,0,1,0,0,0,0,0,0,0
Katekyo Hitman Reborn!: Mr. Rebokku no Ciao Ciao Interview,230.0,0,0,0,0,0,0,0,0,0,0,1,0
Ginga Densetsu Weed,1396.5,1,0,0,0,1,0,0,0,0,0,0,0
Yuuguu Settai: Kotou no Gokuraku e Youkoso,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Gasaraki,4750.0,1,0,0,0,0,0,0,0,0,0,0,0
Uchouten Kazoku,459.0,1,1,0,0,0,0,0,0,0,0,0,0
Compiler Festa,0.0,0,0,0,0,1,0,1,0,0,0,0,0
Gintama: Shiroyasha Koutan,193.75,1,0,0,0,0,0,2,0,0,0,1,0
Kodomo no Omocha,1473.5,1,0,0,1,0,0,0,0,0,0,0,0
Show By Rock!! #,4553.0,0,0,1,0,1,0,0,0,0,0,0,0
Ryuusei no Rockman Tribe,2696.0,0,0,0,0,1,0,0,0,0,0,0,0
Needless Specials,2120.0,0,0,0,0,0,0,0,0,0,0,1,0
Mayoi Neko Overrun!,4241.0,1,0,1,0,0,0,0,0,0,0,0,0
Cluster Edge,4744.0,0,0,1,0,0,0,0,0,0,0,0,0
UG☆Ultimate Girls,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Hai! Akko Desu,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Pokemon Ranger: Hikari no Kiseki,2690.0,0,0,0,0,0,0,0,0,1,0,0,0
Gokujou!! Mecha Mote Iinchou Second Collection,4843.0,1,0,0,0,1,0,0,0,0,0,0,0
SKET Dance OVA,213.0,1,0,0,0,0,0,0,0,0,0,1,0
Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,1901.6666666666667,1,1,0,0,1,0,0,0,0,0,0,0
Lu Shidai 2nd Season,4279.0,0,0,0,0,1,0,0,0,0,0,0,0
Freely Tomorrow,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Orange: Mirai,1084.0,1,0,0,0,1,0,0,0,0,0,0,0
Detective Conan Movie 03: The Last Wizard of the Century,0.0,0,0,0,0,0,0,0,0,0,0,1,0
Tamagotchi!,0.0,0,1,0,0,0,0,1,0,0,0,0,0
Fate/Prototype,1570.0,0,0,0,1,0,0,0,0,0,0,0,0
Karadasagashi,8300.0,1,0,0,0,0,0,0,0,0,0,0,0
The iDOLM@STER Cinderella Girls: Special Program,2793.0,0,0,0,0,0,0,0,0,0,0,0,1
Angel Densetsu,1622.0,1,0,0,0,0,0,0,0,0,0,0,0
Yamada-kun to 7-nin no Majo (OVA),1608.3333333333333,1,0,0,0,0,0,1,0,0,0,1,0
Puzzle & Dragons Cross,0.0,0,0,0,0,0,0,1,0,0,1,0,0
Teekyuu 5,3365.0,1,1,1,0,1,0,0,0,0,0,0,0
Ghost in the Shell: Stand Alone Complex - Tachikoma na Hibi (TV),323.0,0,0,0,0,0,0,0,0,0,0,1,0
Souten Kouro,2210.0,1,0,0,0,0,0,0,0,0,0,0,0
Stretta The Animation,8612.666666666666,1,0,0,0,0,0,0,0,0,2,0,0
Hello Kitty no Alps no Shoujo Heidi,7692.0,0,1,0,0,0,0,0,0,0,0,0,0
Daiakuji: The Xena Buster,12919.0,0,0,0,1,0,0,0,0,0,0,0,0
Toaru Kagaku no Railgun: Misaka-san wa Ima Chuumoku no Mato desukara,835.0,0,0,0,0,0,0,0,0,0,0,1,0
Chocotto Sister,4025.0,1,0,0,0,0,0,0,0,0,0,0,0
Choboraunyopomi Gekijou Dai Ni Maku Ai Mai Mii: Mousou Catastrophe Special,7325.0,0,0,0,0,0,0,0,0,0,0,1,0
Arslan Senki (TV): Fuujin Ranbu - 4-koma Gekijou,2927.0,0,0,0,0,1,0,0,0,0,0,1,0
Nameless,722.0,0,0,0,0,0,0,1,0,0,0,0,0
Maria-sama ga Miteru 3rd Specials,619.0,0,0,0,0,0,0,0,0,0,0,1,0
"Jinrui wa Suitai Shimashita: Ningen-san no, Yousei-san Memo",756.0,0,0,0,0,0,0,0,0,0,0,0,1
Ranma ½ Specials,887.5,0,1,0,0,0,0,0,0,0,0,1,0
Hakaima Sadamitsu,3532.0,1,0,0,0,0,0,0,0,0,0,0,0
Maki-chan to Now.,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Project A-Ko 2: Daitokuji Zaibatsu no Inbou,4455.0,0,1,0,0,1,0,0,0,0,0,0,0
Nana Maru San Batsu,4246.0,1,0,0,0,0,0,0,0,0,0,0,0
Escaflowne,954.0,0,0,0,1,0,0,0,0,0,0,0,0
Ginga Tetsudou 999,3266.9473684210525,1,1,0,7,3,1,5,0,1,0,0,0
Zero Tester,0.0,0,1,0,0,0,0,0,0,0,0,0,0
himitsukesshatakanotsume.jp,0.0,0,0,1,0,1,0,1,0,0,0,0,0
Full Moon wo Sagashite: Kawaii Kawaii Daibouken,489.0,0,0,0,0,0,0,0,0,0,0,1,0
Survival,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Yoroiden Samurai Troopers Gaiden,3674.5,0,1,0,0,1,0,0,0,0,0,0,0
Bohemian Rhapsody,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Shibawanko no Wa no Kokoro,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Miira no Kaikata,1578.0,1,0,0,0,0,0,0,0,0,0,0,0
Na Sa Er Ding,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Jewelpet Happiness,2933.2,0,0,0,0,1,0,1,0,3,0,0,0
"Boku no Imouto wa ""Osaka Okan"": Haishin Gentei Osaka Okan.",0.0,0,0,0,0,0,0,0,0,0,0,1,0
Fate/kaleid liner Prisma☆Illya 3rei!!,1979.5,1,1,0,0,1,0,1,0,0,0,0,0
Tottoko Hamtarou Movie 3: Ham Ham Grand Prix Aurora Tani no Kiseki - Ribon-chan Kiki Ippatsu!,1756.5,0,0,0,0,0,0,1,0,0,0,1,0
Fairy Tail x Rave,821.6666666666666,1,0,0,0,0,0,0,0,0,0,2,0
Crayon Shin-chan Movie 04: Henderland no Daibouken,1826.3333333333333,0,1,0,0,1,0,0,0,0,0,1,0
Magi: The Kingdom of Magic,152.5,1,0,0,0,1,0,0,0,0,0,0,0
Elf no Futagohime: Willan to Arsura,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Furueru Kuchibiru Episode 0,12919.0,1,1,0,0,0,0,0,0,0,0,0,0
Stop!! Hibari-kun!,2908.0,1,0,0,0,0,0,0,0,0,0,0,0
Daraku: Onna Kyoushi Hakai,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Versailles no Bara,1003.6666666666666,1,0,0,1,0,1,0,0,0,0,0,0
Itoshi no Muco,1017.25,1,0,0,2,0,0,1,0,0,0,0,0
Pokemon XY SP: Road to Kalos,3775.0,0,1,0,0,1,0,0,0,0,0,0,0
Black Blood Brothers,1319.0,2,0,0,0,0,0,0,0,0,0,0,0
Fireball,6105.666666666667,0,1,1,0,1,0,0,0,0,0,0,0
Boruto: Naruto the Movie,581.0,1,0,0,1,1,0,1,0,0,0,0,0
Qin Shi Ming Yue: Kong Shan Niao Yu,3555.285714285714,0,0,0,0,0,0,0,0,0,6,1,0
Chibi☆Devi!,4137.0,1,0,0,0,0,0,0,0,0,0,0,0
Offside (TV),11570.0,1,0,0,1,0,0,0,0,0,0,0,0
Injuu Kateikyoushi,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Soukihei MD Geist,8910.0,0,1,0,0,0,0,0,0,0,0,0,0
Oyakodon: Oppai Tokumori Bonyuu Tsuyudaku de,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Mazinger Z tai Ankoku Daishougun,2203.0,0,0,0,1,0,0,0,0,0,0,1,0
Genki Bakuhatsu Ganbaruger,2712.3333333333335,0,0,0,0,0,1,0,0,2,0,0,0
Attacker You!,2498.0,1,1,0,0,0,0,0,0,0,0,0,0
Gabriel DropOut,1182.5,1,0,0,0,0,0,1,0,0,0,0,0
Muka Muka Paradise,3749.0,1,0,0,0,0,0,0,0,0,0,0,0
Pokemon Omega Ruby & Alpha Sapphire: Mega Special Animation,2866.0,0,0,0,0,0,0,0,0,1,0,0,0
Ikkyuu Nyuukon,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Sakura Taisen: Ouka Kenran,3723.5,0,1,0,1,0,0,0,0,0,0,0,0
Darker than Black: Kuro no Keiyakusha - Sakura no Hana no Mankai no Shita,299.0,0,0,0,0,0,0,0,0,0,0,1,0
Sen to Chihiro no Kamikakushi,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Captain Tsubasa,2982.625,1,1,5,1,0,0,0,0,0,0,0,0
Qi Cai Lao Fu Zi,0.0,1,1,0,0,0,0,0,0,0,0,0,0
Nobunaga the Fool,4412.0,1,0,0,0,0,0,0,0,0,0,0,0
BlazBlue: Alter Memory,5948.0,0,0,1,0,0,0,0,0,0,0,0,0
Ghost in the Shell: Arise - Border:2 Ghost Whispers,2791.2,0,1,0,1,1,0,2,0,0,0,0,0
Dengeki Bunko 2007 Movie Festival Special,1193.3333333333333,0,0,0,0,0,0,0,0,0,3,0,0
Kakyuusei,8239.5,0,0,0,0,0,0,0,0,4,0,0,0
Crash!,8231.0,1,0,0,0,0,0,0,0,0,0,0,0
Ichigo Mashimaro,1620.0,1,1,1,0,0,0,0,0,0,0,0,0
Kuroko no Basket: Saikou no Present Desu,88.0,0,0,0,0,0,0,0,0,0,0,1,0
Pokemon: Celebi Toki wo Koeta Deai,2402.3333333333335,1,0,0,0,0,0,1,0,0,0,1,0
M.E.M.: Yogosareta Junketsu,12919.0,1,0,0,0,0,0,0,0,0,0,0,0
12-sai. 2nd Season,5657.0,1,0,0,0,1,0,1,0,0,0,0,0
Triangle Blue,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Pokemon Crystal: Raikou Ikazuchi no Densetsu,1946.0,0,0,0,0,0,0,0,0,1,0,0,0
DNA² OVA,2130.5,1,0,0,0,1,0,0,0,0,0,0,0
Hulu Xiongdi,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"Kono Naka ni Hitori, Imouto ga Iru!: Ani, Imouto, Koibito",4404.0,1,0,0,0,1,0,0,0,0,0,0,0
Joseito,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Baka na Imouto wo Rikou ni Suru no wa Ore no xx dake na Ken ni Tsuite,12919.0,1,0,0,0,0,0,0,0,0,0,0,0
Porong Porong Pororo 4,3937.0,0,1,0,1,1,0,0,0,0,0,0,0
Vampire,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Comic Party Revolution,5201.333333333333,0,0,0,1,1,0,1,0,0,0,0,0
Onegai My Melody Sukkiri♪,3854.0,0,1,0,0,1,0,0,0,0,0,0,0
Aiura,4386.0,1,0,0,0,0,0,0,0,0,0,0,0
Mission School,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Datenshi-tachi no Kyouen,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen",99.33333333333333,2,0,0,0,0,0,0,0,1,0,0,0
Meitantei Conan: Kodai Kyouryuu no Nazo ni Semare!,0.0,0,0,0,0,0,0,1,0,0,0,0,0
Houma Hunter Lime,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Gun Frontier,2868.0,1,0,0,0,0,0,0,0,1,0,0,0
Miss Monochrome: The Animation 2,5381.5,0,1,0,0,1,0,0,0,0,0,0,0
Kimi ga Nozomu Eien: Gundam Parody,1500.5,0,0,0,0,0,0,1,1,0,0,0,0
Touken Ranbu: Hanamaru - Makuai Kaisouroku,3972.0,0,0,0,0,0,0,0,0,0,0,0,1
Ghost in the Shell (2015),3746.6666666666665,0,0,0,0,1,0,1,0,1,0,0,0
Hibike! Euphonium: Suisougaku-bu no Nichijou,530.0,0,0,0,0,0,0,0,0,0,0,1,0
Neo Angelique Abyss,2905.0,1,1,0,0,0,0,0,1,0,0,0,0
Anitore! XX: Hitotsu Yane no Shita de,8311.0,0,0,0,0,1,0,0,0,0,0,0,0
Kiriya Hakushaku Ke no Roku Shimai,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Ame-iro Cocoa,9135.0,0,1,0,0,0,0,0,0,0,0,0,0
Chounouryoku Shoujo Barabanba,0.0,1,0,0,0,0,0,0,0,0,0,0,0
.hack//Intermezzo,3221.0,0,0,0,0,1,0,0,0,0,0,0,0
Initial D Battle Stage 2,761.0,0,0,0,0,1,0,0,0,0,0,0,1
Ai no Senshi Rainbowman,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Blood-C,3659.8333333333335,1,1,1,0,0,1,2,0,0,0,0,0
Cardfight!! Vanguard G: Stride Gate-hen,3833.5,0,1,0,0,1,0,0,0,0,0,0,0
Mobile Suit Gundam-san,127.16666666666667,1,2,0,0,0,0,3,0,0,0,0,0
Hibike! Euphonium: Kakedasu Monaka,530.0,0,0,0,0,0,0,0,0,0,0,1,0
21 Emon,7727.5,0,1,0,1,0,0,0,0,0,0,0,0
Suki da yo!,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Hello Kitty no Alps no Shoujo Heidi II: Klara to no Deai,7201.0,0,0,0,0,1,0,0,0,0,0,0,0
Tsuki ga Kirei Special,195.0,0,0,0,0,0,0,0,0,0,0,1,0
Kuzu no Honkai,1352.0,1,0,0,0,0,0,0,0,0,0,0,0
Super Doll Licca-chan: Licca-chan Zettai Zetsumei! Doll Knights no Kiseki,5081.0,0,0,0,0,0,0,0,0,0,0,1,0
Macross: Do You Remember Love?,3298.0,0,1,0,1,0,1,0,0,0,0,0,0
Kurumiwari Ningyou,0.0,0,0,0,1,0,0,0,0,0,0,0,0
Kono Sekai no Katasumi ni,172.0,1,0,0,0,0,0,0,0,0,0,0,0
Nijiiro Hotaru: Eien no Natsuyasumi,3178.0,1,0,0,0,0,0,0,0,0,0,0,0
Ramen Tenshi Pretty Menma,5034.0,1,0,0,0,0,0,1,0,0,0,0,0
Toushinden,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Shuffle! Memories,2666.0,0,0,0,0,0,0,0,0,0,0,0,1
Ashita e Attack!,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Pecola,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Imouto,12919.0,0,0,0,0,0,0,1,0,0,0,0,0
Kono Shihai kara no Sotsugyou: Ozaki Yutaka,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Yowamushi Pedal: Re:RIDE,1072.5,0,1,0,0,0,0,0,0,0,0,0,1
Shintaisou: Shin,12919.0,1,0,0,0,1,0,0,0,0,0,0,0
Demonion: Gaiden,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Short Peace Opening,4672.25,0,0,0,0,0,0,4,0,0,0,0,0
Stratos 4,5013.0,0,1,0,0,0,1,0,0,0,0,0,0
Kekkou Kamen,7731.0,1,0,0,0,0,0,0,0,0,0,0,0
Toukiden: The Age of Demons - Introduction,8066.0,0,0,0,1,0,0,0,0,0,0,0,0
Metal Fighter Miku,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Metal Fight Beyblade 4D,5021.5,0,1,0,0,1,0,0,0,0,0,0,0
Enbi,12919.0,1,0,0,0,0,0,0,0,0,0,0,0
RPG Densetsu Hepoi,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Yarimoku Beach ni Shuugakuryokou de!! The Animation,6459.5,1,0,0,0,1,0,0,0,0,0,0,0
Akai Koudan Zillion Specials,4562.0,0,0,0,0,0,0,0,0,0,0,1,0
Genmukan,6459.5,1,1,0,0,0,0,0,0,0,0,0,0
UN-GO: Inga Nikki,1685.0,0,0,0,0,0,0,1,0,0,0,0,0
God Eater Reso Nantoka Gekijou Episode 0,832.5,0,1,0,0,0,0,1,0,0,0,0,0
Sumomomo Momomo: Chijou Saikyou no Yome Specials,3475.0,0,0,0,0,1,0,0,0,0,0,0,0
Yes! Precure 5 Movie: Kagami no Kuni no Miracle Daibouken!,2596.0,0,0,0,0,0,0,0,0,0,0,1,0
Marginal#4: Kiss kara Tsukuru Big Bang,0.0,0,0,0,0,0,0,0,0,0,0,0,0
11eyes Picture Drama,6017.0,0,0,0,0,0,0,1,0,0,0,0,0
Haikyuu!! Movie 2: Shousha to Haisha,287.25,1,1,0,0,1,0,0,0,0,0,0,1
Winter Sonata Episode 0,1685.0,0,0,0,0,0,0,0,0,0,0,1,0
Saint Seiya Recap,605.0,0,0,0,0,0,0,0,0,0,0,0,1
Wooser no Sono Higurashi: Kakusei-hen,2367.5,0,1,0,0,1,0,0,0,0,0,0,0
Fetikano!,12919.0,1,0,0,0,0,0,0,0,0,0,0,0
Hoshi no Kirby,3514.0,0,0,0,0,0,0,2,0,0,0,0,0
Mahou Shoujo Lyrical Nanoha StrikerS,1569.6666666666667,1,1,0,0,1,0,0,0,0,0,0,0
JoJo no Kimyou na Bouken: Phantom Blood,79.5,1,0,0,1,0,0,0,0,0,0,0,0
Baccano!,190.5,1,1,0,0,0,0,0,0,0,0,0,0
Ame to Shoujo to Watashi no Tegami,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Galaxy Angel 4,2011.0,0,0,0,0,1,0,0,0,0,0,0,0
Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita. OVA,3437.0,0,0,0,0,1,0,0,0,0,0,0,0
Kamisama Dolls,5324.0,1,0,1,0,0,0,0,0,0,0,0,0
Fate/Grand Order: Himuro no Tenchi - 7-nin no Saikyou Ijin-hen,3367.0,1,0,0,0,0,0,2,0,0,0,0,0
Sekishoku Elegy,7181.0,1,0,0,0,0,0,0,0,0,0,0,0
Rockman.EXE Beast+,2782.5,0,0,0,0,1,0,0,0,1,0,0,0
Kyonyuu Try!: Tanki Shuuchuu Chichi Momi Lesson,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Acchi Kocchi (TV),1686.0,1,1,0,0,0,0,0,0,0,0,0,0
Utawarerumono Recaps,1026.0,0,0,0,0,0,0,0,0,0,0,0,1
RD Sennou Chousashitsu,1435.5,2,0,0,0,0,0,0,0,0,0,0,0
Jack to Mame no Ki,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Osomatsu-san Special,337.0,0,0,0,0,0,0,0,0,0,0,1,0
